voyage_id,revenue,expenses,pnl,tce,days,bunkers,commission,port,sailedIn,efficiency,expense,modified_by,modified_date
F07C63363AA52CE4DA88F51E243FDF49,1200000.0,801603.49293125,398396.50706875,9808.862998256021,40.615972222222226,654603.49293125,60000.0,77000.0,398396.50706875,81.95979585699924,10000.0,"Stranne, William",2021-05-24T06:51:36.11
8C8ABAED635849EDC99CCFB4A699F593,1000000.0,594412.2369613,-984431.1432113,12730.978698572848,31.858333333333334,459412.2369613,45000.0,85000.0,405587.7630387,48.49873641880126,5000.0,"Zander, Johan",2022-11-21T05:52:00.747
5F1D3AE7140B97ECE1CEE7C339C38316,1509300.0,1040637.53428194,468662.46571806003,9086.641497138942,51.577083333333334,883945.78428194,71691.75,45000.0,468662.46571806003,35.99526113836292,40000.0,"Biork, Ellen",2021-11-18T11:10:07.983
6227748A22F3EDA151AC211A23A49947,1466572.5,912388.09991759,554184.40008241,17443.9436941215,31.769444444444446,572391.63116759,54996.46875,285000.0,554184.40008241,71.11294468281628,0.0,"Bradbury, Mike",2021-11-16T17:39:12.22
DD73A9657D7609C9AD24445398408847,1225000.0,802881.0204479999,422118.979552,22540.561818329068,18.727083333333333,251943.520448,45937.5,485000.0,422118.979552,92.21965296106218,20000.0,"Biork, Ellen",2021-01-10T19:31:58.63
A0B05E14B72C5C9A088FCB75D2DA2B14,1255100.0,900173.2413850001,-206401.366385,7113.354661177453,49.895833333333336,518693.741385,56479.5,310000.0,354926.758615,89.09855845203656,15000.0,"Drenck, Frederik",2021-03-03T08:29:52.16
1E418B9D3DEAB7C4CFFA858581C852DF,2493855.0,1262020.5655396092,1231834.4344603908,35250.52335253597,34.94513888888889,796568.94166716,93519.5625,305000.0,1231834.4344603908,47.755102317797274,66932.06137244927,"ErikssonO, Oscar",2024-04-23T08:47:58.397
B366A5BAD96F234CFB2FDD2B1FDF930E,2525000.0,1701005.9949942199,-264561.3547164422,11255.253810479056,73.20972222222223,962505.99499422,50500.0,688000.0,823994.00500578,81.33258405074079,0.0,"Tjua, Jermaine",2021-10-13T06:23:03.483
215CD18F42853B4467F68D337F2818B3,1480000.0,156958.53589125,-215427.28589125,15049.526109583394,87.9125,61858.53589125001,85100.0,0.0,1323041.46410875,90.99922265177928,10000.0,"Zander, Johan",2022-01-25T02:12:46.177
4691DC7C2D72947D7807CFA6A17F9723,3200000.0,1805599.8172033299,1394400.1827966701,21443.60476758586,65.02638888888889,740599.81720333,120000.0,945000.0,1394400.1827966701,56.50779113084051,0.0,"Bradbury, Mike",2020-09-16T16:01:36.47
814A361E6F64082102A4E4457BCE0990,632500.0,376215.50965334,-11747.106875562255,14820.676522998689,17.292361111111113,249096.75965334,36368.75,70750.0,256284.49034666,35.99155040803099,20000.0,"Webb, Alex",2021-12-22T20:10:43.803
587EC36B6B0EDEB82B9A867E89E3945E,1225000.0,596244.22944501,299255.77055499004,30531.387948042004,20.59375,243806.72944501,70437.5,260000.0,628755.77055499,54.17671808834081,22000.0,"Webb, Alex",2022-02-16T15:47:48.24
34AB7571603DD7E5CD555D77EBB783D8,1545101.5,448614.7984992616,712264.4792785163,45660.52198267968,24.01388888888889,227176.16729848,88843.33625000001,100000.0,1096486.7015007385,69.34707588446032,32595.2949507816,"Binne, Frederik",2024-05-14T14:52:17.2
9F520A46D4942076E6F77A3235FB8B62,1074450.0,567653.469560266,31261.28738417849,16252.522188566845,31.18263888888889,297586.72032913,61780.875,160000.0,506796.53043973405,61.01238566864643,48285.874231136,"Webb, Alex",2024-05-20T17:02:46.833
71580E995ABA6CFDB123EA5C7ABE5C31,1239750.0,575182.6234593068,177467.37654069322,21829.35336614882,30.44375,311189.83280561,71285.625,167500.0,664567.3765406932,63.286430772952784,25207.1656536968,"Webb, Alex",2024-08-01T14:28:44.96
36A4E7BBC07F80761D4F66A3284D195F,1865000.0,1265893.9029880702,-333666.47243251454,10437.135905746318,57.40138888888889,839468.90298807,83925.0,342500.0,599106.09701193,77.35142071163749,0.0,"Gronning, Thomas",2022-09-14T20:34:21.173
2297083F1EC5A7847224908339D16457,1017314.9999999998,463807.35394274996,141610.35439058306,22172.702624457947,24.963472222222222,270311.74144275,58495.61249999999,110000.0,553507.6460572497,51.899850323951355,25000.0,"Drenck, Frederik",2020-02-07T12:24:24.793
589FA7F1B5E45250F90544A30E81724C,1900000.0,1265399.6276588598,634600.37234114,21263.60145595778,29.844444444444445,655149.62765886,71250.0,480000.0,634600.37234114,85.97023765001393,59000.0,"Biork, Ellen",2021-10-01T13:16:57.8
CA2245058B2A5EC26FF133DA70DC6E33,2625000.0,1305302.9725525999,373106.22883628914,21260.907773561597,62.071527777777774,580865.4725526,150937.5,453500.0,1319697.0274474001,72.21056687108592,120000.0,"Tjua, Jermaine",2023-07-17T02:24:25.523
C4405B217F01BDB31244C86314B459A9,1124208.0,471058.821203642,263241.1232408025,39533.21917812432,16.521527777777777,271706.52467648,64641.96000000001,115000.0,653149.178796358,94.88444140402467,19710.336527162,"Hansen, Mark",2024-07-15T08:22:41.95
8CE7F8C895388C23967E15F3635DBAD8,3500000.0,1560650.1248892602,1939349.8751107398,88927.00994011799,21.808333333333334,698150.12488926,87500.0,775000.0,1939349.8751107398,70.82880592644095,0.0,"Ngunza, Jose",2022-08-27T14:17:24.213
A2D45F2F8E07A0E4D584C40A9F063A73,597090.0,498305.8797871,98784.12021290004,2622.393870411033,37.669444444444444,391929.5547871,25376.325,71000.0,98784.12021290004,49.26976617960589,10000.0,"Biork, Ellen",2020-09-14T16:37:35.533
144E60DD0F7EAE18343F1B3048C43600,220000.0,179563.20350436,-87580.91183769335,4659.0644066027835,8.679166666666667,97413.20350436,7150.0,70000.0,40436.796495639996,52.27629989108931,5000.0,"Webb, Alex",2023-01-30T19:37:43.65
E1C7499496D8D8B3B290A3599E1FE2AD,922252.5000000001,1024361.47119343,-102108.9711934299,-2004.4293380028769,50.94166666666667,902554.47744343,43806.99375000001,38000.0,-102108.9711934299,24.4237870094515,40000.0,"Biork, Ellen",2022-01-18T10:41:23.45
2C2FAF0531939CCCF455FE6892094B88,2695912.5,648225.54852346,1684598.9306432065,80364.9181032465,25.479861111111113,410608.39227346,87617.15625,115000.0,2047686.95147654,83.59721073429773,35000.0,"Gronning, Thomas",2022-06-13T13:17:25.117
6EAD201794202713C9A8C48FD7648442,1850000.0,635710.23854716,469264.76145283994,55415.39128136177,21.9125,189335.23854716,106375.0,315000.0,1214289.76145284,52.945617228345135,25000.0,"Webb, Alex",2024-05-06T14:01:07.46
778319AADA94E94E0ECAA23DD64380AD,2800000.0,1844598.45235396,955401.54764604,18794.527788012427,50.83402777777778,948598.45235396,105000.0,710000.0,955401.54764604,76.42206831968534,81000.0,"ErikssonO, Oscar",2021-12-22T08:53:22.72
63E20B13FC206771CCE1EFE1C69F791A,875000.0,338258.4923789,186863.72984332213,24545.32601779618,21.867361111111112,163883.4923789,39375.0,115000.0,536741.5076210999,45.383577708327444,20000.0,"Webb, Alex",2022-12-27T14:36:10.143
31FB8EB60A97A28B5691F6DFD277E663,4091587.5,2192825.21613482,1898762.28386518,18628.88738913737,101.92569444444445,1919390.68488482,153434.53125,120000.0,1898762.28386518,40.3115038913086,0.0,"Rauston, Gustav",2024-08-13T14:24:25.143
B6FC1EB1415A5977E8A0539EA6EDCE2C,2000050.0,1518448.19240789,481601.80759211,12835.346429505995,37.52152777777778,1313446.31740789,75001.875,90000.0,481601.80759211,51.396783487232476,40000.0,"ErikssonO, Oscar",2022-06-07T07:25:35.983
85755803907BC4DC3AF4A358CC255FB2,735000.0,502368.47277148,22197.499450742238,17135.007632177432,13.57638888888889,358105.97277148,42262.5,87000.0,232631.52722852002,49.957515742718996,15000.0,"Webb, Alex",2022-09-08T15:30:08.32
A32D72FE477DF8D77EF06D6E783ECDCD,5974951.659813946,1774331.2531873563,3009653.7399599226,56433.08783287422,74.43541666666667,925379.59337341,265500.0,293500.0,4200620.40662659,87.10373307915337,289951.6598139464,"Binne, Frederik",2024-05-31T09:23:28.807
D68C5D97C4393EA91097461A1D43E1D3,1050794.9999999998,695833.5228158,354961.4771841998,7081.133314103508,50.12777777777778,404563.6478158,26269.874999999996,265000.0,354961.4771841998,30.085066523640435,0.0,"Biork, Ellen",2019-11-08T12:15:57.65
357FADABD94E699811A9C695CDF177DA,3040000.0,1235250.6069256,659628.1951577335,28250.400856881894,63.884027777777774,715950.6069256,136800.0,367500.0,1804749.3930744,76.24927066416981,15000.0,"Binne, Frederik",2022-11-21T13:49:17.057
F48EE7F56B8D58444254678CE3DC047E,4500000.0,158604.00531270984,4341395.99468729,81784.53993131472,53.083333333333336,46104.005312709836,112500.0,0.0,4341395.99468729,94.19073845623983,0.0,"Gardner, JR",2022-11-10T21:17:37.787
ECEAA6601C9BB195CB5FC2E985516427,628815.0,421058.94024268,-119753.6624649023,6977.858983312513,29.773611111111112,224902.07774268,36156.8625,115000.0,207756.05975731995,53.149394670040195,45000.0,"Binne, Frederik",2021-11-08T08:34:37.11
067E05FA0E2E12828B67FF18DC808404,1308796.0000000002,555005.5483283701,291146.0072271857,26068.93343597549,28.915277777777778,254749.77832837,75255.77000000002,205000.0,753790.4516716301,48.109844795641024,20000.0,"Webb, Alex",2023-07-14T16:04:56.177
2DA0080E56ACACE72C0FC03F4C81C08F,3979925.0,2442131.3668220397,1537793.63317796,23145.01893658036,66.44166666666666,1692884.17932204,149247.1875,575000.0,1537793.63317796,60.162120796000366,25000.0,"ErikssonO, Oscar",2022-10-25T07:53:37.29
F055BACF33073FC6CC15232B25B46BCA,5811032.5,1808787.96091263,4002244.53908737,92729.51579678223,43.16041666666667,1025874.24216263,217913.71875,565000.0,4002244.53908737,80.29367010705214,0.0,"Bradbury, Mike",2023-06-02T14:53:22.38
2A935489EDD65A2397A78585B5A224E2,715000.0,472242.17130921,32323.80091301221,17880.883545510875,13.57638888888889,379749.67130921,33962.5,87000.0,242757.82869079,49.957515742718996,-28470.0,"Webb, Alex",2022-07-12T16:52:12.42
69C872A93C4830560C178BBA1E55E0B5,1112534.5,335265.26047993,500312.2950756256,42798.55096776158,18.16111111111111,156294.52672993,63970.73375,95000.0,777269.23952007,74.83613619079527,20000.0,"Gronning, Thomas",2023-09-18T15:13:58.557
025EBBC212B51C5F6E2A6DB564F76ADD,500000.0,292808.78658921004,207191.21341079,19264.889734069708,10.754861111111111,149058.78658921,18750.0,125000.0,207191.21341079,11.013140710026166,0.0,"Bradbury, Mike",2023-10-06T16:47:09.973
9CD23C74ED7F91E0FAD7AF79A1FE3914,600000.0,304589.11461403,-278834.94794736337,17490.71481254047,16.889583333333334,177589.11461403,27000.0,100000.0,295410.88538597,51.231704324123925,0.0,"Webb, Alex",2024-07-10T19:39:57.583
3F9829611FAEC74FC148A97C5E7E3561,1614639.0,531210.38008892,104539.03657774662,34310.59824221933,31.577083333333334,368368.63758892,92841.74250000001,70000.0,1083428.61991108,78.46517335225688,0.0,"Webb, Alex",2024-08-20T18:51:39.037
358F13F970441AF33B6CDB099A158614,1000000.0,2183121.00968,-1183121.0096800001,-21397.280323769814,55.293055555555554,2170621.00968,12500.0,0.0,-1183121.0096800001,90.42649947843803,0.0,"Rauston, Gustav",2024-08-27T12:23:31.827
648ECB14EDECDB958EA876F662B33282,578500.0,228725.28302251,137795.55031082334,41251.072272529535,8.479166666666666,119924.03302251,18801.25,90000.0,349774.71697749,54.607821196594955,0.0,"Webb, Alex",2023-08-28T18:51:41.64
82A8B6D2BA0A6C4ADEE84AAB4986F757,37867500.0,948972.6507709995,9194891.238117889,37286.55078415623,990.1298611111112,2285.150770999491,946687.5,0.0,36918527.349229,99.98682914364548,0.0,"Gardner, JR",2024-08-19T20:57:55.74
3970004E515530B67F9495550D9E5BF7,648667.5,880602.39915674,-231934.89915674005,-5597.879000145914,41.43263888888889,772672.06290674,30811.70625,77118.63,-231934.89915674005,43.81595069710602,0.0,"ErikssonO, Oscar",2021-09-24T15:12:35.537
BC2EF80A27F72AE9B665093EDCE70FF5,1025000.0,221172.27489492,655362.6209384133,82567.36744071012,9.735416666666667,90047.27489492,46125.0,85000.0,803827.72510508,34.97853862209833,0.0,"Fdemosteyrin, Manuel",2023-11-28T16:10:16.347
C0D2F176552C341938CE651959FE6A10,4270727.5,1507474.61247439,2763252.8875256097,53885.00295266884,51.28055555555556,1253206.42497439,106768.1875,147500.0,2763252.8875256097,33.83672364282976,0.0,"ErikssonO, Oscar",2022-11-22T17:14:35.1
7F483D719DC863C8DC089899DE6A7E1F,759000.0,58642.5,-207142.5,12733.772727272728,55.0,0.0,43642.5,0.0,700357.5,100.0,15000.0,"Zander, Johan",2020-12-16T04:28:13.307
E32C4D4222EBA846E1AFAF8B7AC310A6,1113125.0,1038790.7527350001,74334.24726500001,1757.5416403126235,42.294444444444444,812048.565235,41742.1875,210000.0,74334.24726500001,37.17965262201148,-25000.0,"ErikssonO, Oscar",2021-11-24T15:33:10.837
01158DCAB12113D289E89F4A6878E75E,1050000.0,464807.209731,166913.102769,17837.844626222137,32.80625,154432.209731,60375.0,225000.0,585192.790269,77.53839588614994,25000.0,"Ostenfeldt, Anton",2020-07-03T20:37:01.143
18B375888FF2BE72F844C4DB1326AB90,3305000.0,424776.33562021004,2667946.442157568,200809.6289680884,14.343055555555555,157363.83562021,107412.5,140000.0,2880223.66437979,100.0,20000.0,"Webb, Alex",2022-04-09T02:11:55.86
A66F67F06D94BEA5058FED632768864C,4089160.0,2031773.1922247,2057386.8077753002,37196.627701843514,55.31111111111111,1149116.6222247,153343.5,659313.07,2057386.8077753002,73.705522569725,70000.0,"ErikssonO, Oscar",2023-02-14T07:36:27.357
21E91AE7D74174F2887609A00F808C27,2714073.75,1383798.86378433,184472.10843789252,32507.947734494635,40.921527777777776,924008.67164093,101777.765625,353168.8,1330274.8862156703,68.97680275101463,4843.62651840002,"Rauston, Gustav",2024-03-14T14:23:31.093
1A54006E575C75BB6A1A5708B2EA530D,1380348.0,1093655.89115539,286692.10884461005,8026.313331601162,35.71902777777778,858841.97115539,49813.92,145000.0,286692.10884461005,24.568508884453337,40000.0,"ErikssonO, Oscar",2021-04-22T12:12:56.58
21CECF09AD78B8764C22CF54569ECFCD,1070588.0,705873.80759247,364714.19240753,13122.493555215711,27.793055555555554,405726.75759247,40147.049999999996,260000.0,364714.19240753,82.13485140105917,0.0,"Bradbury, Mike",2021-05-14T13:08:47.753
557623A3C8FB83E63A9F9AA8ECA1C027,959692.4999999999,748290.69061315,211401.80938684987,14207.243455316368,14.879861111111111,262302.22186315,35988.46874999999,450000.0,211401.80938684987,16.892027808214753,0.0,"ErikssonO, Oscar",2022-02-02T10:01:25.903
